"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_wypadkow_osoba"
"21075",1461000,"Powiat m.Ostrołęka",2003,NA
"21076",1462000,"Powiat m.Płock",2003,NA
"21077",1463000,"Powiat m.Radom",2003,NA
"21078",1464000,"Powiat m.Siedlce",2003,NA
"21079",1465000,"Powiat m. st. Warszawa",2003,NA
"21080",1601000,"Powiat brzeski",2003,NA
"21081",1602000,"Powiat głubczycki",2003,NA
"21082",1603000,"Powiat kędzierzyńsko-kozielski",2003,NA
"21083",1604000,"Powiat kluczborski",2003,NA
"21084",1605000,"Powiat krapkowicki",2003,NA
"21085",1606000,"Powiat namysłowski",2003,NA
"21086",1607000,"Powiat nyski",2003,NA
"21087",1608000,"Powiat oleski",2003,NA
"21088",1609000,"Powiat opolski",2003,NA
"21089",1610000,"Powiat prudnicki",2003,NA
"21090",1611000,"Powiat strzelecki",2003,NA
"21091",1661000,"Powiat m.Opole",2003,NA
"21092",1801000,"Powiat bieszczadzki",2003,NA
"21093",1802000,"Powiat brzozowski",2003,NA
"21094",1803000,"Powiat dębicki",2003,NA
"21095",1804000,"Powiat jarosławski",2003,NA
"21096",1805000,"Powiat jasielski",2003,NA
"21097",1806000,"Powiat kolbuszowski",2003,NA
"21098",1807000,"Powiat krośnieński",2003,NA
"21099",1808000,"Powiat leżajski",2003,NA
"21100",1809000,"Powiat lubaczowski",2003,NA
"21101",1810000,"Powiat łańcucki",2003,NA
"21102",1811000,"Powiat mielecki",2003,NA
"21103",1812000,"Powiat niżański",2003,NA
"21104",1813000,"Powiat przemyski",2003,NA
"21105",1814000,"Powiat przeworski",2003,NA
"21106",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"21107",1816000,"Powiat rzeszowski",2003,NA
"21108",1817000,"Powiat sanocki",2003,NA
"21109",1818000,"Powiat stalowowolski",2003,NA
"21110",1819000,"Powiat strzyżowski",2003,NA
"21111",1820000,"Powiat tarnobrzeski",2003,NA
"21112",1821000,"Powiat leski",2003,NA
"21113",1861000,"Powiat m.Krosno",2003,NA
"21114",1862000,"Powiat m.Przemyśl",2003,NA
"21115",1863000,"Powiat m.Rzeszów",2003,NA
"21116",1864000,"Powiat m.Tarnobrzeg",2003,NA
"21117",2001000,"Powiat augustowski",2003,NA
"21118",2002000,"Powiat białostocki",2003,NA
"21119",2003000,"Powiat bielski",2003,NA
"21120",2004000,"Powiat grajewski",2003,NA
"21121",2005000,"Powiat hajnowski",2003,NA
"21122",2006000,"Powiat kolneński",2003,NA
"21123",2007000,"Powiat łomżyński",2003,NA
"21124",2008000,"Powiat moniecki",2003,NA
"21125",2009000,"Powiat sejneński",2003,NA
"21126",2010000,"Powiat siemiatycki",2003,NA
"21127",2011000,"Powiat sokólski",2003,NA
"21128",2012000,"Powiat suwalski",2003,NA
"21129",2013000,"Powiat wysokomazowiecki",2003,NA
"21130",2014000,"Powiat zambrowski",2003,NA
"21131",2061000,"Powiat m.Białystok",2003,NA
"21132",2062000,"Powiat m.Łomża",2003,NA
"21133",2063000,"Powiat m.Suwałki",2003,NA
"21134",2201000,"Powiat bytowski",2003,NA
"21135",2202000,"Powiat chojnicki",2003,NA
"21136",2203000,"Powiat człuchowski",2003,NA
"21137",2204000,"Powiat gdański",2003,NA
"21138",2205000,"Powiat kartuski",2003,NA
"21139",2206000,"Powiat kościerski",2003,NA
"21140",2207000,"Powiat kwidzyński",2003,NA
"21141",2208000,"Powiat lęborski",2003,NA
"21142",2209000,"Powiat malborski",2003,NA
"21143",2210000,"Powiat nowodworski",2003,NA
"21144",2211000,"Powiat pucki",2003,NA
"21145",2212000,"Powiat słupski",2003,NA
"21146",2213000,"Powiat starogardzki",2003,NA
"21147",2214000,"Powiat tczewski",2003,NA
"21148",2215000,"Powiat wejherowski",2003,NA
"21149",2216000,"Powiat sztumski",2003,NA
"21150",2261000,"Powiat m.Gdańsk",2003,NA
"21151",2262000,"Powiat m.Gdynia",2003,NA
"21152",2263000,"Powiat m.Słupsk",2003,NA
"21153",2264000,"Powiat m.Sopot",2003,NA
"21154",2401000,"Powiat będziński",2003,NA
"21155",2402000,"Powiat bielski",2003,NA
"21156",2403000,"Powiat cieszyński",2003,NA
"21157",2404000,"Powiat częstochowski",2003,NA
"21158",2405000,"Powiat gliwicki",2003,NA
"21159",2406000,"Powiat kłobucki",2003,NA
"21160",2407000,"Powiat lubliniecki",2003,NA
"21161",2408000,"Powiat mikołowski",2003,NA
"21162",2409000,"Powiat myszkowski",2003,NA
"21163",2410000,"Powiat pszczyński",2003,NA
"21164",2411000,"Powiat raciborski",2003,NA
"21165",2412000,"Powiat rybnicki",2003,NA
"21166",2413000,"Powiat tarnogórski",2003,NA
"21167",2414000,"Powiat bieruńsko-lędziński",2003,NA
"21168",2415000,"Powiat wodzisławski",2003,NA
"21169",2416000,"Powiat zawierciański",2003,NA
"21170",2417000,"Powiat żywiecki",2003,NA
"21171",2461000,"Powiat m.Bielsko-Biała",2003,NA
"21172",2462000,"Powiat m.Bytom",2003,NA
"21173",2463000,"Powiat m.Chorzów",2003,NA
"21174",2464000,"Powiat m.Częstochowa",2003,NA
"21175",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"21176",2466000,"Powiat m.Gliwice",2003,NA
"21177",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"21178",2468000,"Powiat m.Jaworzno",2003,NA
"21179",2469000,"Powiat m.Katowice",2003,NA
"21180",2470000,"Powiat m.Mysłowice",2003,NA
"21181",2471000,"Powiat m.Piekary Śląskie",2003,NA
"21182",2472000,"Powiat m.Ruda Śląska",2003,NA
"21183",2473000,"Powiat m.Rybnik",2003,NA
"21184",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"21185",2475000,"Powiat m.Sosnowiec",2003,NA
"21186",2476000,"Powiat m.Świętochłowice",2003,NA
"21187",2477000,"Powiat m.Tychy",2003,NA
"21188",2478000,"Powiat m.Zabrze",2003,NA
"21189",2479000,"Powiat m.Żory",2003,NA
"21190",2601000,"Powiat buski",2003,NA
"21191",2602000,"Powiat jędrzejowski",2003,NA
"21192",2603000,"Powiat kazimierski",2003,NA
"21193",2604000,"Powiat kielecki",2003,NA
"21194",2605000,"Powiat konecki",2003,NA
"21195",2606000,"Powiat opatowski",2003,NA
"21196",2607000,"Powiat ostrowiecki",2003,NA
"21197",2608000,"Powiat pińczowski",2003,NA
"21198",2609000,"Powiat sandomierski",2003,NA
"21199",2610000,"Powiat skarżyski",2003,NA
"21200",2611000,"Powiat starachowicki",2003,NA
"21201",2612000,"Powiat staszowski",2003,NA
"21202",2613000,"Powiat włoszczowski",2003,NA
"21203",2661000,"Powiat m.Kielce",2003,NA
"21204",2801000,"Powiat bartoszycki",2003,NA
"21205",2802000,"Powiat braniewski",2003,NA
"21206",2803000,"Powiat działdowski",2003,NA
"21207",2804000,"Powiat elbląski",2003,NA
"21208",2805000,"Powiat ełcki",2003,NA
"21209",2806000,"Powiat giżycki",2003,NA
"21210",2807000,"Powiat iławski",2003,NA
"21211",2808000,"Powiat kętrzyński",2003,NA
"21212",2809000,"Powiat lidzbarski",2003,NA
"21213",2810000,"Powiat mrągowski",2003,NA
"21214",2811000,"Powiat nidzicki",2003,NA
"21215",2812000,"Powiat nowomiejski",2003,NA
"21216",2813000,"Powiat olecki",2003,NA
"21217",2814000,"Powiat olsztyński",2003,NA
"21218",2815000,"Powiat ostródzki",2003,NA
"21219",2816000,"Powiat piski",2003,NA
"21220",2817000,"Powiat szczycieński",2003,NA
"21221",2818000,"Powiat gołdapski",2003,NA
"21222",2819000,"Powiat węgorzewski",2003,NA
"21223",2861000,"Powiat m.Elbląg",2003,NA
"21224",2862000,"Powiat m.Olsztyn",2003,NA
"21225",3001000,"Powiat chodzieski",2003,NA
"21226",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"21227",3003000,"Powiat gnieźnieński",2003,NA
"21228",3004000,"Powiat gostyński",2003,NA
"21229",3005000,"Powiat grodziski",2003,NA
"21230",3006000,"Powiat jarociński",2003,NA
"21231",3007000,"Powiat kaliski",2003,NA
"21232",3008000,"Powiat kępiński",2003,NA
"21233",3009000,"Powiat kolski",2003,NA
"21234",3010000,"Powiat koniński",2003,NA
"21235",3011000,"Powiat kościański",2003,NA
"21236",3012000,"Powiat krotoszyński",2003,NA
"21237",3013000,"Powiat leszczyński",2003,NA
"21238",3014000,"Powiat międzychodzki",2003,NA
"21239",3015000,"Powiat nowotomyski",2003,NA
"21240",3016000,"Powiat obornicki",2003,NA
"21241",3017000,"Powiat ostrowski",2003,NA
"21242",3018000,"Powiat ostrzeszowski",2003,NA
"21243",3019000,"Powiat pilski",2003,NA
"21244",3020000,"Powiat pleszewski",2003,NA
"21245",3021000,"Powiat poznański",2003,NA
"21246",3022000,"Powiat rawicki",2003,NA
"21247",3023000,"Powiat słupecki",2003,NA
"21248",3024000,"Powiat szamotulski",2003,NA
"21249",3025000,"Powiat średzki",2003,NA
"21250",3026000,"Powiat śremski",2003,NA
"21251",3027000,"Powiat turecki",2003,NA
"21252",3028000,"Powiat wągrowiecki",2003,NA
"21253",3029000,"Powiat wolsztyński",2003,NA
"21254",3030000,"Powiat wrzesiński",2003,NA
"21255",3031000,"Powiat złotowski",2003,NA
"21256",3061000,"Powiat m.Kalisz",2003,NA
"21257",3062000,"Powiat m.Konin",2003,NA
"21258",3063000,"Powiat m.Leszno",2003,NA
"21259",3064000,"Powiat m.Poznań",2003,NA
"21260",3201000,"Powiat białogardzki",2003,NA
"21261",3202000,"Powiat choszczeński",2003,NA
"21262",3203000,"Powiat drawski",2003,NA
"21263",3204000,"Powiat goleniowski",2003,NA
"21264",3205000,"Powiat gryficki",2003,NA
"21265",3206000,"Powiat gryfiński",2003,NA
"21266",3207000,"Powiat kamieński",2003,NA
"21267",3208000,"Powiat kołobrzeski",2003,NA
"21268",3209000,"Powiat koszaliński",2003,NA
"21269",3210000,"Powiat myśliborski",2003,NA
"21270",3211000,"Powiat policki",2003,NA
"21271",3212000,"Powiat pyrzycki",2003,NA
"21272",3213000,"Powiat sławieński",2003,NA
"21273",3214000,"Powiat stargardzki",2003,NA
"21274",3215000,"Powiat szczecinecki",2003,NA
"21275",3216000,"Powiat świdwiński",2003,NA
"21276",3217000,"Powiat wałecki",2003,NA
"21277",3218000,"Powiat łobeski",2003,NA
"21278",3261000,"Powiat m.Koszalin",2003,NA
"21279",3262000,"Powiat m.Szczecin",2003,NA
"21280",3263000,"Powiat m.Świnoujście",2003,NA
"21281",201000,"Powiat bolesławiecki",2004,NA
"21282",202000,"Powiat dzierżoniowski",2004,NA
"21283",203000,"Powiat głogowski",2004,NA
"21284",204000,"Powiat górowski",2004,NA
"21285",205000,"Powiat jaworski",2004,NA
"21286",206000,"Powiat jeleniogórski",2004,NA
"21287",207000,"Powiat kamiennogórski",2004,NA
"21288",208000,"Powiat kłodzki",2004,NA
"21289",209000,"Powiat legnicki",2004,NA
"21290",210000,"Powiat lubański",2004,NA
"21291",211000,"Powiat lubiński",2004,NA
"21292",212000,"Powiat lwówecki",2004,NA
"21293",213000,"Powiat milicki",2004,NA
"21294",214000,"Powiat oleśnicki",2004,NA
"21295",215000,"Powiat oławski",2004,NA
"21296",216000,"Powiat polkowicki",2004,NA
"21297",217000,"Powiat strzeliński",2004,NA
"21298",218000,"Powiat średzki",2004,NA
"21299",219000,"Powiat świdnicki",2004,NA
"21300",220000,"Powiat trzebnicki",2004,NA
"21301",221000,"Powiat wałbrzyski",2004,NA
"21302",222000,"Powiat wołowski",2004,NA
"21303",223000,"Powiat wrocławski",2004,NA
"21304",224000,"Powiat ząbkowicki",2004,NA
"21305",225000,"Powiat zgorzelecki",2004,NA
"21306",226000,"Powiat złotoryjski",2004,NA
"21307",261000,"Powiat m.Jelenia Góra",2004,NA
"21308",262000,"Powiat m.Legnica",2004,NA
"21309",264000,"Powiat m.Wrocław",2004,NA
"21310",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"21311",401000,"Powiat aleksandrowski",2004,NA
"21312",402000,"Powiat brodnicki",2004,NA
"21313",403000,"Powiat bydgoski",2004,NA
"21314",404000,"Powiat chełmiński",2004,NA
"21315",405000,"Powiat golubsko-dobrzyński",2004,NA
"21316",406000,"Powiat grudziądzki",2004,NA
"21317",407000,"Powiat inowrocławski",2004,NA
"21318",408000,"Powiat lipnowski",2004,NA
"21319",409000,"Powiat mogileński",2004,NA
"21320",410000,"Powiat nakielski",2004,NA
"21321",411000,"Powiat radziejowski",2004,NA
"21322",412000,"Powiat rypiński",2004,NA
"21323",413000,"Powiat sępoleński",2004,NA
"21324",414000,"Powiat świecki",2004,NA
"21325",415000,"Powiat toruński",2004,NA
"21326",416000,"Powiat tucholski",2004,NA
"21327",417000,"Powiat wąbrzeski",2004,NA
"21328",418000,"Powiat włocławski",2004,NA
"21329",419000,"Powiat żniński",2004,NA
"21330",461000,"Powiat m.Bydgoszcz",2004,NA
"21331",462000,"Powiat m.Grudziądz",2004,NA
"21332",463000,"Powiat m.Toruń",2004,NA
"21333",464000,"Powiat m.Włocławek",2004,NA
"21334",601000,"Powiat bialski",2004,NA
"21335",602000,"Powiat biłgorajski",2004,NA
"21336",603000,"Powiat chełmski",2004,NA
"21337",604000,"Powiat hrubieszowski",2004,NA
"21338",605000,"Powiat janowski",2004,NA
"21339",606000,"Powiat krasnostawski",2004,NA
"21340",607000,"Powiat kraśnicki",2004,NA
"21341",608000,"Powiat lubartowski",2004,NA
"21342",609000,"Powiat lubelski",2004,NA
"21343",610000,"Powiat łęczyński",2004,NA
"21344",611000,"Powiat łukowski",2004,NA
"21345",612000,"Powiat opolski",2004,NA
"21346",613000,"Powiat parczewski",2004,NA
"21347",614000,"Powiat puławski",2004,NA
"21348",615000,"Powiat radzyński",2004,NA
"21349",616000,"Powiat rycki",2004,NA
"21350",617000,"Powiat świdnicki",2004,NA
"21351",618000,"Powiat tomaszowski",2004,NA
"21352",619000,"Powiat włodawski",2004,NA
"21353",620000,"Powiat zamojski",2004,NA
"21354",661000,"Powiat m.Biała Podlaska",2004,NA
"21355",662000,"Powiat m.Chełm",2004,NA
"21356",663000,"Powiat m.Lublin",2004,NA
"21357",664000,"Powiat m.Zamość",2004,NA
"21358",801000,"Powiat gorzowski",2004,NA
"21359",802000,"Powiat krośnieński",2004,NA
"21360",803000,"Powiat międzyrzecki",2004,NA
"21361",804000,"Powiat nowosolski",2004,NA
"21362",805000,"Powiat słubicki",2004,NA
"21363",806000,"Powiat strzelecko-drezdenecki",2004,NA
"21364",807000,"Powiat sulęciński",2004,NA
"21365",808000,"Powiat świebodziński",2004,NA
"21366",809000,"Powiat zielonogórski",2004,NA
"21367",810000,"Powiat żagański",2004,NA
"21368",811000,"Powiat żarski",2004,NA
"21369",812000,"Powiat wschowski",2004,NA
"21370",861000,"Powiat m.Gorzów Wielkopolski",2004,NA
"21371",862000,"Powiat m.Zielona Góra",2004,NA
"21372",1001000,"Powiat bełchatowski",2004,NA
"21373",1002000,"Powiat kutnowski",2004,NA
"21374",1003000,"Powiat łaski",2004,NA
"21375",1004000,"Powiat łęczycki",2004,NA
"21376",1005000,"Powiat łowicki",2004,NA
"21377",1006000,"Powiat łódzki wschodni",2004,NA
"21378",1007000,"Powiat opoczyński",2004,NA
"21379",1008000,"Powiat pabianicki",2004,NA
"21380",1009000,"Powiat pajęczański",2004,NA
"21381",1010000,"Powiat piotrkowski",2004,NA
"21382",1011000,"Powiat poddębicki",2004,NA
"21383",1012000,"Powiat radomszczański",2004,NA
"21384",1013000,"Powiat rawski",2004,NA
"21385",1014000,"Powiat sieradzki",2004,NA
"21386",1015000,"Powiat skierniewicki",2004,NA
"21387",1016000,"Powiat tomaszowski",2004,NA
"21388",1017000,"Powiat wieluński",2004,NA
"21389",1018000,"Powiat wieruszowski",2004,NA
"21390",1019000,"Powiat zduńskowolski",2004,NA
"21391",1020000,"Powiat zgierski",2004,NA
"21392",1021000,"Powiat brzeziński",2004,NA
"21393",1061000,"Powiat m.Łódź",2004,NA
"21394",1062000,"Powiat m.Piotrków Trybunalski",2004,NA
"21395",1063000,"Powiat m.Skierniewice",2004,NA
"21396",1201000,"Powiat bocheński",2004,NA
"21397",1202000,"Powiat brzeski",2004,NA
"21398",1203000,"Powiat chrzanowski",2004,NA
"21399",1204000,"Powiat dąbrowski",2004,NA
"21400",1205000,"Powiat gorlicki",2004,NA
"21401",1206000,"Powiat krakowski",2004,NA
"21402",1207000,"Powiat limanowski",2004,NA
"21403",1208000,"Powiat miechowski",2004,NA
"21404",1209000,"Powiat myślenicki",2004,NA
"21405",1210000,"Powiat nowosądecki",2004,NA
"21406",1211000,"Powiat nowotarski",2004,NA
"21407",1212000,"Powiat olkuski",2004,NA
"21408",1213000,"Powiat oświęcimski",2004,NA
"21409",1214000,"Powiat proszowicki",2004,NA
"21410",1215000,"Powiat suski",2004,NA
"21411",1216000,"Powiat tarnowski",2004,NA
"21412",1217000,"Powiat tatrzański",2004,NA
"21413",1218000,"Powiat wadowicki",2004,NA
"21414",1219000,"Powiat wielicki",2004,NA
"21415",1261000,"Powiat m.Kraków",2004,NA
"21416",1262000,"Powiat m.Nowy Sącz",2004,NA
"21417",1263000,"Powiat m.Tarnów",2004,NA
"21418",1401000,"Powiat białobrzeski",2004,NA
"21419",1402000,"Powiat ciechanowski",2004,NA
"21420",1403000,"Powiat garwoliński",2004,NA
"21421",1404000,"Powiat gostyniński",2004,NA
"21422",1405000,"Powiat grodziski",2004,NA
"21423",1406000,"Powiat grójecki",2004,NA
"21424",1407000,"Powiat kozienicki",2004,NA
"21425",1408000,"Powiat legionowski",2004,NA
"21426",1409000,"Powiat lipski",2004,NA
"21427",1410000,"Powiat łosicki",2004,NA
"21428",1411000,"Powiat makowski",2004,NA
"21429",1412000,"Powiat miński",2004,NA
"21430",1413000,"Powiat mławski",2004,NA
"21431",1414000,"Powiat nowodworski",2004,NA
"21432",1415000,"Powiat ostrołęcki",2004,NA
"21433",1416000,"Powiat ostrowski",2004,NA
"21434",1417000,"Powiat otwocki",2004,NA
"21435",1418000,"Powiat piaseczyński",2004,NA
"21436",1419000,"Powiat płocki",2004,NA
"21437",1420000,"Powiat płoński",2004,NA
"21438",1421000,"Powiat pruszkowski",2004,NA
"21439",1422000,"Powiat przasnyski",2004,NA
"21440",1423000,"Powiat przysuski",2004,NA
"21441",1424000,"Powiat pułtuski",2004,NA
"21442",1425000,"Powiat radomski",2004,NA
"21443",1426000,"Powiat siedlecki",2004,NA
"21444",1427000,"Powiat sierpecki",2004,NA
"21445",1428000,"Powiat sochaczewski",2004,NA
"21446",1429000,"Powiat sokołowski",2004,NA
"21447",1430000,"Powiat szydłowiecki",2004,NA
"21448",1432000,"Powiat warszawski zachodni",2004,NA
"21449",1433000,"Powiat węgrowski",2004,NA
"21450",1434000,"Powiat wołomiński",2004,NA
"21451",1435000,"Powiat wyszkowski",2004,NA
"21452",1436000,"Powiat zwoleński",2004,NA
"21453",1437000,"Powiat żuromiński",2004,NA
"21454",1438000,"Powiat żyrardowski",2004,NA
"21455",1461000,"Powiat m.Ostrołęka",2004,NA
"21456",1462000,"Powiat m.Płock",2004,NA
"21457",1463000,"Powiat m.Radom",2004,NA
"21458",1464000,"Powiat m.Siedlce",2004,NA
"21459",1465000,"Powiat m. st. Warszawa",2004,NA
"21460",1601000,"Powiat brzeski",2004,NA
"21461",1602000,"Powiat głubczycki",2004,NA
"21462",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"21463",1604000,"Powiat kluczborski",2004,NA
"21464",1605000,"Powiat krapkowicki",2004,NA
"21465",1606000,"Powiat namysłowski",2004,NA
"21466",1607000,"Powiat nyski",2004,NA
"21467",1608000,"Powiat oleski",2004,NA
"21468",1609000,"Powiat opolski",2004,NA
"21469",1610000,"Powiat prudnicki",2004,NA
"21470",1611000,"Powiat strzelecki",2004,NA
"21471",1661000,"Powiat m.Opole",2004,NA
"21472",1801000,"Powiat bieszczadzki",2004,NA
"21473",1802000,"Powiat brzozowski",2004,NA
"21474",1803000,"Powiat dębicki",2004,NA
"21475",1804000,"Powiat jarosławski",2004,NA
"21476",1805000,"Powiat jasielski",2004,NA
"21477",1806000,"Powiat kolbuszowski",2004,NA
"21478",1807000,"Powiat krośnieński",2004,NA
"21479",1808000,"Powiat leżajski",2004,NA
"21480",1809000,"Powiat lubaczowski",2004,NA
"21481",1810000,"Powiat łańcucki",2004,NA
"21482",1811000,"Powiat mielecki",2004,NA
"21483",1812000,"Powiat niżański",2004,NA
"21484",1813000,"Powiat przemyski",2004,NA
"21485",1814000,"Powiat przeworski",2004,NA
"21486",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"21487",1816000,"Powiat rzeszowski",2004,NA
"21488",1817000,"Powiat sanocki",2004,NA
"21489",1818000,"Powiat stalowowolski",2004,NA
"21490",1819000,"Powiat strzyżowski",2004,NA
"21491",1820000,"Powiat tarnobrzeski",2004,NA
"21492",1821000,"Powiat leski",2004,NA
"21493",1861000,"Powiat m.Krosno",2004,NA
"21494",1862000,"Powiat m.Przemyśl",2004,NA
"21495",1863000,"Powiat m.Rzeszów",2004,NA
"21496",1864000,"Powiat m.Tarnobrzeg",2004,NA
"21497",2001000,"Powiat augustowski",2004,NA
"21498",2002000,"Powiat białostocki",2004,NA
"21499",2003000,"Powiat bielski",2004,NA
"21500",2004000,"Powiat grajewski",2004,NA
"21501",2005000,"Powiat hajnowski",2004,NA
"21502",2006000,"Powiat kolneński",2004,NA
"21503",2007000,"Powiat łomżyński",2004,NA
"21504",2008000,"Powiat moniecki",2004,NA
"21505",2009000,"Powiat sejneński",2004,NA
"21506",2010000,"Powiat siemiatycki",2004,NA
"21507",2011000,"Powiat sokólski",2004,NA
"21508",2012000,"Powiat suwalski",2004,NA
"21509",2013000,"Powiat wysokomazowiecki",2004,NA
"21510",2014000,"Powiat zambrowski",2004,NA
"21511",2061000,"Powiat m.Białystok",2004,NA
"21512",2062000,"Powiat m.Łomża",2004,NA
"21513",2063000,"Powiat m.Suwałki",2004,NA
"21514",2201000,"Powiat bytowski",2004,NA
"21515",2202000,"Powiat chojnicki",2004,NA
"21516",2203000,"Powiat człuchowski",2004,NA
"21517",2204000,"Powiat gdański",2004,NA
"21518",2205000,"Powiat kartuski",2004,NA
"21519",2206000,"Powiat kościerski",2004,NA
"21520",2207000,"Powiat kwidzyński",2004,NA
"21521",2208000,"Powiat lęborski",2004,NA
"21522",2209000,"Powiat malborski",2004,NA
"21523",2210000,"Powiat nowodworski",2004,NA
"21524",2211000,"Powiat pucki",2004,NA
"21525",2212000,"Powiat słupski",2004,NA
"21526",2213000,"Powiat starogardzki",2004,NA
"21527",2214000,"Powiat tczewski",2004,NA
"21528",2215000,"Powiat wejherowski",2004,NA
"21529",2216000,"Powiat sztumski",2004,NA
"21530",2261000,"Powiat m.Gdańsk",2004,NA
"21531",2262000,"Powiat m.Gdynia",2004,NA
"21532",2263000,"Powiat m.Słupsk",2004,NA
"21533",2264000,"Powiat m.Sopot",2004,NA
"21534",2401000,"Powiat będziński",2004,NA
"21535",2402000,"Powiat bielski",2004,NA
"21536",2403000,"Powiat cieszyński",2004,NA
