"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_tys_ludnosci_osoba"
"16124",1427000,"Powiat sierpecki",2008,NA
"16125",1428000,"Powiat sochaczewski",2008,NA
"16126",1429000,"Powiat sokołowski",2008,NA
"16127",1430000,"Powiat szydłowiecki",2008,NA
"16128",1432000,"Powiat warszawski zachodni",2008,NA
"16129",1433000,"Powiat węgrowski",2008,NA
"16130",1434000,"Powiat wołomiński",2008,NA
"16131",1435000,"Powiat wyszkowski",2008,NA
"16132",1436000,"Powiat zwoleński",2008,NA
"16133",1437000,"Powiat żuromiński",2008,NA
"16134",1438000,"Powiat żyrardowski",2008,NA
"16135",1461000,"Powiat m.Ostrołęka",2008,NA
"16136",1462000,"Powiat m.Płock",2008,NA
"16137",1463000,"Powiat m.Radom",2008,NA
"16138",1464000,"Powiat m.Siedlce",2008,NA
"16139",1465000,"Powiat m. st. Warszawa",2008,NA
"16140",1601000,"Powiat brzeski",2008,NA
"16141",1602000,"Powiat głubczycki",2008,NA
"16142",1603000,"Powiat kędzierzyńsko-kozielski",2008,NA
"16143",1604000,"Powiat kluczborski",2008,NA
"16144",1605000,"Powiat krapkowicki",2008,NA
"16145",1606000,"Powiat namysłowski",2008,NA
"16146",1607000,"Powiat nyski",2008,NA
"16147",1608000,"Powiat oleski",2008,NA
"16148",1609000,"Powiat opolski",2008,NA
"16149",1610000,"Powiat prudnicki",2008,NA
"16150",1611000,"Powiat strzelecki",2008,NA
"16151",1661000,"Powiat m.Opole",2008,NA
"16152",1801000,"Powiat bieszczadzki",2008,NA
"16153",1802000,"Powiat brzozowski",2008,NA
"16154",1803000,"Powiat dębicki",2008,NA
"16155",1804000,"Powiat jarosławski",2008,NA
"16156",1805000,"Powiat jasielski",2008,NA
"16157",1806000,"Powiat kolbuszowski",2008,NA
"16158",1807000,"Powiat krośnieński",2008,NA
"16159",1808000,"Powiat leżajski",2008,NA
"16160",1809000,"Powiat lubaczowski",2008,NA
"16161",1810000,"Powiat łańcucki",2008,NA
"16162",1811000,"Powiat mielecki",2008,NA
"16163",1812000,"Powiat niżański",2008,NA
"16164",1813000,"Powiat przemyski",2008,NA
"16165",1814000,"Powiat przeworski",2008,NA
"16166",1815000,"Powiat ropczycko-sędziszowski",2008,NA
"16167",1816000,"Powiat rzeszowski",2008,NA
"16168",1817000,"Powiat sanocki",2008,NA
"16169",1818000,"Powiat stalowowolski",2008,NA
"16170",1819000,"Powiat strzyżowski",2008,NA
"16171",1820000,"Powiat tarnobrzeski",2008,NA
"16172",1821000,"Powiat leski",2008,NA
"16173",1861000,"Powiat m.Krosno",2008,NA
"16174",1862000,"Powiat m.Przemyśl",2008,NA
"16175",1863000,"Powiat m.Rzeszów",2008,NA
"16176",1864000,"Powiat m.Tarnobrzeg",2008,NA
"16177",2001000,"Powiat augustowski",2008,NA
"16178",2002000,"Powiat białostocki",2008,NA
"16179",2003000,"Powiat bielski",2008,NA
"16180",2004000,"Powiat grajewski",2008,NA
"16181",2005000,"Powiat hajnowski",2008,NA
"16182",2006000,"Powiat kolneński",2008,NA
"16183",2007000,"Powiat łomżyński",2008,NA
"16184",2008000,"Powiat moniecki",2008,NA
"16185",2009000,"Powiat sejneński",2008,NA
"16186",2010000,"Powiat siemiatycki",2008,NA
"16187",2011000,"Powiat sokólski",2008,NA
"16188",2012000,"Powiat suwalski",2008,NA
"16189",2013000,"Powiat wysokomazowiecki",2008,NA
"16190",2014000,"Powiat zambrowski",2008,NA
"16191",2061000,"Powiat m.Białystok",2008,NA
"16192",2062000,"Powiat m.Łomża",2008,NA
"16193",2063000,"Powiat m.Suwałki",2008,NA
"16194",2201000,"Powiat bytowski",2008,NA
"16195",2202000,"Powiat chojnicki",2008,NA
"16196",2203000,"Powiat człuchowski",2008,NA
"16197",2204000,"Powiat gdański",2008,NA
"16198",2205000,"Powiat kartuski",2008,NA
"16199",2206000,"Powiat kościerski",2008,NA
"16200",2207000,"Powiat kwidzyński",2008,NA
"16201",2208000,"Powiat lęborski",2008,NA
"16202",2209000,"Powiat malborski",2008,NA
"16203",2210000,"Powiat nowodworski",2008,NA
"16204",2211000,"Powiat pucki",2008,NA
"16205",2212000,"Powiat słupski",2008,NA
"16206",2213000,"Powiat starogardzki",2008,NA
"16207",2214000,"Powiat tczewski",2008,NA
"16208",2215000,"Powiat wejherowski",2008,NA
"16209",2216000,"Powiat sztumski",2008,NA
"16210",2261000,"Powiat m.Gdańsk",2008,NA
"16211",2262000,"Powiat m.Gdynia",2008,NA
"16212",2263000,"Powiat m.Słupsk",2008,NA
"16213",2264000,"Powiat m.Sopot",2008,NA
"16214",2401000,"Powiat będziński",2008,NA
"16215",2402000,"Powiat bielski",2008,NA
"16216",2403000,"Powiat cieszyński",2008,NA
"16217",2404000,"Powiat częstochowski",2008,NA
"16218",2405000,"Powiat gliwicki",2008,NA
"16219",2406000,"Powiat kłobucki",2008,NA
"16220",2407000,"Powiat lubliniecki",2008,NA
"16221",2408000,"Powiat mikołowski",2008,NA
"16222",2409000,"Powiat myszkowski",2008,NA
"16223",2410000,"Powiat pszczyński",2008,NA
"16224",2411000,"Powiat raciborski",2008,NA
"16225",2412000,"Powiat rybnicki",2008,NA
"16226",2413000,"Powiat tarnogórski",2008,NA
"16227",2414000,"Powiat bieruńsko-lędziński",2008,NA
"16228",2415000,"Powiat wodzisławski",2008,NA
"16229",2416000,"Powiat zawierciański",2008,NA
"16230",2417000,"Powiat żywiecki",2008,NA
"16231",2461000,"Powiat m.Bielsko-Biała",2008,NA
"16232",2462000,"Powiat m.Bytom",2008,NA
"16233",2463000,"Powiat m.Chorzów",2008,NA
"16234",2464000,"Powiat m.Częstochowa",2008,NA
"16235",2465000,"Powiat m.Dąbrowa Górnicza",2008,NA
"16236",2466000,"Powiat m.Gliwice",2008,NA
"16237",2467000,"Powiat m.Jastrzębie-Zdrój",2008,NA
"16238",2468000,"Powiat m.Jaworzno",2008,NA
"16239",2469000,"Powiat m.Katowice",2008,NA
"16240",2470000,"Powiat m.Mysłowice",2008,NA
"16241",2471000,"Powiat m.Piekary Śląskie",2008,NA
"16242",2472000,"Powiat m.Ruda Śląska",2008,NA
"16243",2473000,"Powiat m.Rybnik",2008,NA
"16244",2474000,"Powiat m.Siemianowice Śląskie",2008,NA
"16245",2475000,"Powiat m.Sosnowiec",2008,NA
"16246",2476000,"Powiat m.Świętochłowice",2008,NA
"16247",2477000,"Powiat m.Tychy",2008,NA
"16248",2478000,"Powiat m.Zabrze",2008,NA
"16249",2479000,"Powiat m.Żory",2008,NA
"16250",2601000,"Powiat buski",2008,NA
"16251",2602000,"Powiat jędrzejowski",2008,NA
"16252",2603000,"Powiat kazimierski",2008,NA
"16253",2604000,"Powiat kielecki",2008,NA
"16254",2605000,"Powiat konecki",2008,NA
"16255",2606000,"Powiat opatowski",2008,NA
"16256",2607000,"Powiat ostrowiecki",2008,NA
"16257",2608000,"Powiat pińczowski",2008,NA
"16258",2609000,"Powiat sandomierski",2008,NA
"16259",2610000,"Powiat skarżyski",2008,NA
"16260",2611000,"Powiat starachowicki",2008,NA
"16261",2612000,"Powiat staszowski",2008,NA
"16262",2613000,"Powiat włoszczowski",2008,NA
"16263",2661000,"Powiat m.Kielce",2008,NA
"16264",2801000,"Powiat bartoszycki",2008,NA
"16265",2802000,"Powiat braniewski",2008,NA
"16266",2803000,"Powiat działdowski",2008,NA
"16267",2804000,"Powiat elbląski",2008,NA
"16268",2805000,"Powiat ełcki",2008,NA
"16269",2806000,"Powiat giżycki",2008,NA
"16270",2807000,"Powiat iławski",2008,NA
"16271",2808000,"Powiat kętrzyński",2008,NA
"16272",2809000,"Powiat lidzbarski",2008,NA
"16273",2810000,"Powiat mrągowski",2008,NA
"16274",2811000,"Powiat nidzicki",2008,NA
"16275",2812000,"Powiat nowomiejski",2008,NA
"16276",2813000,"Powiat olecki",2008,NA
"16277",2814000,"Powiat olsztyński",2008,NA
"16278",2815000,"Powiat ostródzki",2008,NA
"16279",2816000,"Powiat piski",2008,NA
"16280",2817000,"Powiat szczycieński",2008,NA
"16281",2818000,"Powiat gołdapski",2008,NA
"16282",2819000,"Powiat węgorzewski",2008,NA
"16283",2861000,"Powiat m.Elbląg",2008,NA
"16284",2862000,"Powiat m.Olsztyn",2008,NA
"16285",3001000,"Powiat chodzieski",2008,NA
"16286",3002000,"Powiat czarnkowsko-trzcianecki",2008,NA
"16287",3003000,"Powiat gnieźnieński",2008,NA
"16288",3004000,"Powiat gostyński",2008,NA
"16289",3005000,"Powiat grodziski",2008,NA
"16290",3006000,"Powiat jarociński",2008,NA
"16291",3007000,"Powiat kaliski",2008,NA
"16292",3008000,"Powiat kępiński",2008,NA
"16293",3009000,"Powiat kolski",2008,NA
"16294",3010000,"Powiat koniński",2008,NA
"16295",3011000,"Powiat kościański",2008,NA
"16296",3012000,"Powiat krotoszyński",2008,NA
"16297",3013000,"Powiat leszczyński",2008,NA
"16298",3014000,"Powiat międzychodzki",2008,NA
"16299",3015000,"Powiat nowotomyski",2008,NA
"16300",3016000,"Powiat obornicki",2008,NA
"16301",3017000,"Powiat ostrowski",2008,NA
"16302",3018000,"Powiat ostrzeszowski",2008,NA
"16303",3019000,"Powiat pilski",2008,NA
"16304",3020000,"Powiat pleszewski",2008,NA
"16305",3021000,"Powiat poznański",2008,NA
"16306",3022000,"Powiat rawicki",2008,NA
"16307",3023000,"Powiat słupecki",2008,NA
"16308",3024000,"Powiat szamotulski",2008,NA
"16309",3025000,"Powiat średzki",2008,NA
"16310",3026000,"Powiat śremski",2008,NA
"16311",3027000,"Powiat turecki",2008,NA
"16312",3028000,"Powiat wągrowiecki",2008,NA
"16313",3029000,"Powiat wolsztyński",2008,NA
"16314",3030000,"Powiat wrzesiński",2008,NA
"16315",3031000,"Powiat złotowski",2008,NA
"16316",3061000,"Powiat m.Kalisz",2008,NA
"16317",3062000,"Powiat m.Konin",2008,NA
"16318",3063000,"Powiat m.Leszno",2008,NA
"16319",3064000,"Powiat m.Poznań",2008,NA
"16320",3201000,"Powiat białogardzki",2008,NA
"16321",3202000,"Powiat choszczeński",2008,NA
"16322",3203000,"Powiat drawski",2008,NA
"16323",3204000,"Powiat goleniowski",2008,NA
"16324",3205000,"Powiat gryficki",2008,NA
"16325",3206000,"Powiat gryfiński",2008,NA
"16326",3207000,"Powiat kamieński",2008,NA
"16327",3208000,"Powiat kołobrzeski",2008,NA
"16328",3209000,"Powiat koszaliński",2008,NA
"16329",3210000,"Powiat myśliborski",2008,NA
"16330",3211000,"Powiat policki",2008,NA
"16331",3212000,"Powiat pyrzycki",2008,NA
"16332",3213000,"Powiat sławieński",2008,NA
"16333",3214000,"Powiat stargardzki",2008,NA
"16334",3215000,"Powiat szczecinecki",2008,NA
"16335",3216000,"Powiat świdwiński",2008,NA
"16336",3217000,"Powiat wałecki",2008,NA
"16337",3218000,"Powiat łobeski",2008,NA
"16338",3261000,"Powiat m.Koszalin",2008,NA
"16339",3262000,"Powiat m.Szczecin",2008,NA
"16340",3263000,"Powiat m.Świnoujście",2008,NA
"16341",201000,"Powiat bolesławiecki",2009,NA
"16342",202000,"Powiat dzierżoniowski",2009,NA
"16343",203000,"Powiat głogowski",2009,NA
"16344",204000,"Powiat górowski",2009,NA
"16345",205000,"Powiat jaworski",2009,NA
"16346",206000,"Powiat jeleniogórski",2009,NA
"16347",207000,"Powiat kamiennogórski",2009,NA
"16348",208000,"Powiat kłodzki",2009,NA
"16349",209000,"Powiat legnicki",2009,NA
"16350",210000,"Powiat lubański",2009,NA
"16351",211000,"Powiat lubiński",2009,NA
"16352",212000,"Powiat lwówecki",2009,NA
"16353",213000,"Powiat milicki",2009,NA
"16354",214000,"Powiat oleśnicki",2009,NA
"16355",215000,"Powiat oławski",2009,NA
"16356",216000,"Powiat polkowicki",2009,NA
"16357",217000,"Powiat strzeliński",2009,NA
"16358",218000,"Powiat średzki",2009,NA
"16359",219000,"Powiat świdnicki",2009,NA
"16360",220000,"Powiat trzebnicki",2009,NA
"16361",221000,"Powiat wałbrzyski",2009,NA
"16362",222000,"Powiat wołowski",2009,NA
"16363",223000,"Powiat wrocławski",2009,NA
"16364",224000,"Powiat ząbkowicki",2009,NA
"16365",225000,"Powiat zgorzelecki",2009,NA
"16366",226000,"Powiat złotoryjski",2009,NA
"16367",261000,"Powiat m.Jelenia Góra",2009,NA
"16368",262000,"Powiat m.Legnica",2009,NA
"16369",264000,"Powiat m.Wrocław",2009,NA
"16370",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"16371",401000,"Powiat aleksandrowski",2009,NA
"16372",402000,"Powiat brodnicki",2009,NA
"16373",403000,"Powiat bydgoski",2009,NA
"16374",404000,"Powiat chełmiński",2009,NA
"16375",405000,"Powiat golubsko-dobrzyński",2009,NA
"16376",406000,"Powiat grudziądzki",2009,NA
"16377",407000,"Powiat inowrocławski",2009,NA
"16378",408000,"Powiat lipnowski",2009,NA
"16379",409000,"Powiat mogileński",2009,NA
"16380",410000,"Powiat nakielski",2009,NA
"16381",411000,"Powiat radziejowski",2009,NA
"16382",412000,"Powiat rypiński",2009,NA
"16383",413000,"Powiat sępoleński",2009,NA
"16384",414000,"Powiat świecki",2009,NA
"16385",415000,"Powiat toruński",2009,NA
"16386",416000,"Powiat tucholski",2009,NA
"16387",417000,"Powiat wąbrzeski",2009,NA
"16388",418000,"Powiat włocławski",2009,NA
"16389",419000,"Powiat żniński",2009,NA
"16390",461000,"Powiat m.Bydgoszcz",2009,NA
"16391",462000,"Powiat m.Grudziądz",2009,NA
"16392",463000,"Powiat m.Toruń",2009,NA
"16393",464000,"Powiat m.Włocławek",2009,NA
"16394",601000,"Powiat bialski",2009,NA
"16395",602000,"Powiat biłgorajski",2009,NA
"16396",603000,"Powiat chełmski",2009,NA
"16397",604000,"Powiat hrubieszowski",2009,NA
"16398",605000,"Powiat janowski",2009,NA
"16399",606000,"Powiat krasnostawski",2009,NA
"16400",607000,"Powiat kraśnicki",2009,NA
"16401",608000,"Powiat lubartowski",2009,NA
"16402",609000,"Powiat lubelski",2009,NA
"16403",610000,"Powiat łęczyński",2009,NA
"16404",611000,"Powiat łukowski",2009,NA
"16405",612000,"Powiat opolski",2009,NA
"16406",613000,"Powiat parczewski",2009,NA
"16407",614000,"Powiat puławski",2009,NA
"16408",615000,"Powiat radzyński",2009,NA
"16409",616000,"Powiat rycki",2009,NA
"16410",617000,"Powiat świdnicki",2009,NA
"16411",618000,"Powiat tomaszowski",2009,NA
"16412",619000,"Powiat włodawski",2009,NA
"16413",620000,"Powiat zamojski",2009,NA
"16414",661000,"Powiat m.Biała Podlaska",2009,NA
"16415",662000,"Powiat m.Chełm",2009,NA
"16416",663000,"Powiat m.Lublin",2009,NA
"16417",664000,"Powiat m.Zamość",2009,NA
"16418",801000,"Powiat gorzowski",2009,NA
"16419",802000,"Powiat krośnieński",2009,NA
"16420",803000,"Powiat międzyrzecki",2009,NA
"16421",804000,"Powiat nowosolski",2009,NA
"16422",805000,"Powiat słubicki",2009,NA
"16423",806000,"Powiat strzelecko-drezdenecki",2009,NA
"16424",807000,"Powiat sulęciński",2009,NA
"16425",808000,"Powiat świebodziński",2009,NA
"16426",809000,"Powiat zielonogórski",2009,NA
"16427",810000,"Powiat żagański",2009,NA
"16428",811000,"Powiat żarski",2009,NA
"16429",812000,"Powiat wschowski",2009,NA
"16430",861000,"Powiat m.Gorzów Wielkopolski",2009,NA
"16431",862000,"Powiat m.Zielona Góra",2009,NA
"16432",1001000,"Powiat bełchatowski",2009,NA
"16433",1002000,"Powiat kutnowski",2009,NA
"16434",1003000,"Powiat łaski",2009,NA
"16435",1004000,"Powiat łęczycki",2009,NA
"16436",1005000,"Powiat łowicki",2009,NA
"16437",1006000,"Powiat łódzki wschodni",2009,NA
"16438",1007000,"Powiat opoczyński",2009,NA
"16439",1008000,"Powiat pabianicki",2009,NA
"16440",1009000,"Powiat pajęczański",2009,NA
"16441",1010000,"Powiat piotrkowski",2009,NA
"16442",1011000,"Powiat poddębicki",2009,NA
"16443",1012000,"Powiat radomszczański",2009,NA
"16444",1013000,"Powiat rawski",2009,NA
"16445",1014000,"Powiat sieradzki",2009,NA
"16446",1015000,"Powiat skierniewicki",2009,NA
"16447",1016000,"Powiat tomaszowski",2009,NA
"16448",1017000,"Powiat wieluński",2009,NA
"16449",1018000,"Powiat wieruszowski",2009,NA
"16450",1019000,"Powiat zduńskowolski",2009,NA
"16451",1020000,"Powiat zgierski",2009,NA
"16452",1021000,"Powiat brzeziński",2009,NA
"16453",1061000,"Powiat m.Łódź",2009,NA
"16454",1062000,"Powiat m.Piotrków Trybunalski",2009,NA
"16455",1063000,"Powiat m.Skierniewice",2009,NA
"16456",1201000,"Powiat bocheński",2009,NA
"16457",1202000,"Powiat brzeski",2009,NA
"16458",1203000,"Powiat chrzanowski",2009,NA
"16459",1204000,"Powiat dąbrowski",2009,NA
"16460",1205000,"Powiat gorlicki",2009,NA
"16461",1206000,"Powiat krakowski",2009,NA
"16462",1207000,"Powiat limanowski",2009,NA
"16463",1208000,"Powiat miechowski",2009,NA
"16464",1209000,"Powiat myślenicki",2009,NA
"16465",1210000,"Powiat nowosądecki",2009,NA
"16466",1211000,"Powiat nowotarski",2009,NA
"16467",1212000,"Powiat olkuski",2009,NA
"16468",1213000,"Powiat oświęcimski",2009,NA
"16469",1214000,"Powiat proszowicki",2009,NA
"16470",1215000,"Powiat suski",2009,NA
"16471",1216000,"Powiat tarnowski",2009,NA
"16472",1217000,"Powiat tatrzański",2009,NA
"16473",1218000,"Powiat wadowicki",2009,NA
"16474",1219000,"Powiat wielicki",2009,NA
"16475",1261000,"Powiat m.Kraków",2009,NA
"16476",1262000,"Powiat m.Nowy Sącz",2009,NA
"16477",1263000,"Powiat m.Tarnów",2009,NA
"16478",1401000,"Powiat białobrzeski",2009,NA
"16479",1402000,"Powiat ciechanowski",2009,NA
"16480",1403000,"Powiat garwoliński",2009,NA
"16481",1404000,"Powiat gostyniński",2009,NA
"16482",1405000,"Powiat grodziski",2009,NA
"16483",1406000,"Powiat grójecki",2009,NA
"16484",1407000,"Powiat kozienicki",2009,NA
"16485",1408000,"Powiat legionowski",2009,NA
"16486",1409000,"Powiat lipski",2009,NA
"16487",1410000,"Powiat łosicki",2009,NA
"16488",1411000,"Powiat makowski",2009,NA
"16489",1412000,"Powiat miński",2009,NA
"16490",1413000,"Powiat mławski",2009,NA
"16491",1414000,"Powiat nowodworski",2009,NA
"16492",1415000,"Powiat ostrołęcki",2009,NA
"16493",1416000,"Powiat ostrowski",2009,NA
"16494",1417000,"Powiat otwocki",2009,NA
"16495",1418000,"Powiat piaseczyński",2009,NA
"16496",1419000,"Powiat płocki",2009,NA
"16497",1420000,"Powiat płoński",2009,NA
"16498",1421000,"Powiat pruszkowski",2009,NA
"16499",1422000,"Powiat przasnyski",2009,NA
"16500",1423000,"Powiat przysuski",2009,NA
"16501",1424000,"Powiat pułtuski",2009,NA
"16502",1425000,"Powiat radomski",2009,NA
"16503",1426000,"Powiat siedlecki",2009,NA
"16504",1427000,"Powiat sierpecki",2009,NA
"16505",1428000,"Powiat sochaczewski",2009,NA
"16506",1429000,"Powiat sokołowski",2009,NA
"16507",1430000,"Powiat szydłowiecki",2009,NA
"16508",1432000,"Powiat warszawski zachodni",2009,NA
"16509",1433000,"Powiat węgrowski",2009,NA
"16510",1434000,"Powiat wołomiński",2009,NA
"16511",1435000,"Powiat wyszkowski",2009,NA
"16512",1436000,"Powiat zwoleński",2009,NA
"16513",1437000,"Powiat żuromiński",2009,NA
"16514",1438000,"Powiat żyrardowski",2009,NA
"16515",1461000,"Powiat m.Ostrołęka",2009,NA
"16516",1462000,"Powiat m.Płock",2009,NA
"16517",1463000,"Powiat m.Radom",2009,NA
"16518",1464000,"Powiat m.Siedlce",2009,NA
"16519",1465000,"Powiat m. st. Warszawa",2009,NA
"16520",1601000,"Powiat brzeski",2009,NA
"16521",1602000,"Powiat głubczycki",2009,NA
"16522",1603000,"Powiat kędzierzyńsko-kozielski",2009,NA
"16523",1604000,"Powiat kluczborski",2009,NA
"16524",1605000,"Powiat krapkowicki",2009,NA
"16525",1606000,"Powiat namysłowski",2009,NA
"16526",1607000,"Powiat nyski",2009,NA
"16527",1608000,"Powiat oleski",2009,NA
"16528",1609000,"Powiat opolski",2009,NA
"16529",1610000,"Powiat prudnicki",2009,NA
"16530",1611000,"Powiat strzelecki",2009,NA
"16531",1661000,"Powiat m.Opole",2009,NA
"16532",1801000,"Powiat bieszczadzki",2009,NA
"16533",1802000,"Powiat brzozowski",2009,NA
"16534",1803000,"Powiat dębicki",2009,NA
"16535",1804000,"Powiat jarosławski",2009,NA
"16536",1805000,"Powiat jasielski",2009,NA
"16537",1806000,"Powiat kolbuszowski",2009,NA
"16538",1807000,"Powiat krośnieński",2009,NA
"16539",1808000,"Powiat leżajski",2009,NA
"16540",1809000,"Powiat lubaczowski",2009,NA
"16541",1810000,"Powiat łańcucki",2009,NA
"16542",1811000,"Powiat mielecki",2009,NA
"16543",1812000,"Powiat niżański",2009,NA
"16544",1813000,"Powiat przemyski",2009,NA
"16545",1814000,"Powiat przeworski",2009,NA
"16546",1815000,"Powiat ropczycko-sędziszowski",2009,NA
"16547",1816000,"Powiat rzeszowski",2009,NA
"16548",1817000,"Powiat sanocki",2009,NA
"16549",1818000,"Powiat stalowowolski",2009,NA
"16550",1819000,"Powiat strzyżowski",2009,NA
"16551",1820000,"Powiat tarnobrzeski",2009,NA
"16552",1821000,"Powiat leski",2009,NA
"16553",1861000,"Powiat m.Krosno",2009,NA
"16554",1862000,"Powiat m.Przemyśl",2009,NA
"16555",1863000,"Powiat m.Rzeszów",2009,NA
"16556",1864000,"Powiat m.Tarnobrzeg",2009,NA
"16557",2001000,"Powiat augustowski",2009,NA
"16558",2002000,"Powiat białostocki",2009,NA
"16559",2003000,"Powiat bielski",2009,NA
"16560",2004000,"Powiat grajewski",2009,NA
"16561",2005000,"Powiat hajnowski",2009,NA
"16562",2006000,"Powiat kolneński",2009,NA
"16563",2007000,"Powiat łomżyński",2009,NA
"16564",2008000,"Powiat moniecki",2009,NA
"16565",2009000,"Powiat sejneński",2009,NA
"16566",2010000,"Powiat siemiatycki",2009,NA
"16567",2011000,"Powiat sokólski",2009,NA
"16568",2012000,"Powiat suwalski",2009,NA
"16569",2013000,"Powiat wysokomazowiecki",2009,NA
"16570",2014000,"Powiat zambrowski",2009,NA
"16571",2061000,"Powiat m.Białystok",2009,NA
"16572",2062000,"Powiat m.Łomża",2009,NA
"16573",2063000,"Powiat m.Suwałki",2009,NA
"16574",2201000,"Powiat bytowski",2009,NA
"16575",2202000,"Powiat chojnicki",2009,NA
"16576",2203000,"Powiat człuchowski",2009,NA
"16577",2204000,"Powiat gdański",2009,NA
"16578",2205000,"Powiat kartuski",2009,NA
"16579",2206000,"Powiat kościerski",2009,NA
"16580",2207000,"Powiat kwidzyński",2009,NA
"16581",2208000,"Powiat lęborski",2009,NA
"16582",2209000,"Powiat malborski",2009,NA
"16583",2210000,"Powiat nowodworski",2009,NA
"16584",2211000,"Powiat pucki",2009,NA
