"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_80_m2_szt"
"9308",1609000,"Powiat opolski",2019,NA
"9309",1610000,"Powiat prudnicki",2019,NA
"9310",1611000,"Powiat strzelecki",2019,NA
"9311",1661000,"Powiat m.Opole",2019,NA
"9312",1801000,"Powiat bieszczadzki",2019,NA
"9313",1802000,"Powiat brzozowski",2019,NA
"9314",1803000,"Powiat dębicki",2019,NA
"9315",1804000,"Powiat jarosławski",2019,NA
"9316",1805000,"Powiat jasielski",2019,NA
"9317",1806000,"Powiat kolbuszowski",2019,NA
"9318",1807000,"Powiat krośnieński",2019,NA
"9319",1808000,"Powiat leżajski",2019,NA
"9320",1809000,"Powiat lubaczowski",2019,NA
"9321",1810000,"Powiat łańcucki",2019,NA
"9322",1811000,"Powiat mielecki",2019,NA
"9323",1812000,"Powiat niżański",2019,NA
"9324",1813000,"Powiat przemyski",2019,NA
"9325",1814000,"Powiat przeworski",2019,NA
"9326",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"9327",1816000,"Powiat rzeszowski",2019,NA
"9328",1817000,"Powiat sanocki",2019,NA
"9329",1818000,"Powiat stalowowolski",2019,NA
"9330",1819000,"Powiat strzyżowski",2019,NA
"9331",1820000,"Powiat tarnobrzeski",2019,NA
"9332",1821000,"Powiat leski",2019,NA
"9333",1861000,"Powiat m.Krosno",2019,NA
"9334",1862000,"Powiat m.Przemyśl",2019,NA
"9335",1863000,"Powiat m.Rzeszów",2019,NA
"9336",1864000,"Powiat m.Tarnobrzeg",2019,NA
"9337",2001000,"Powiat augustowski",2019,NA
"9338",2002000,"Powiat białostocki",2019,NA
"9339",2003000,"Powiat bielski",2019,NA
"9340",2004000,"Powiat grajewski",2019,NA
"9341",2005000,"Powiat hajnowski",2019,NA
"9342",2006000,"Powiat kolneński",2019,NA
"9343",2007000,"Powiat łomżyński",2019,NA
"9344",2008000,"Powiat moniecki",2019,NA
"9345",2009000,"Powiat sejneński",2019,NA
"9346",2010000,"Powiat siemiatycki",2019,NA
"9347",2011000,"Powiat sokólski",2019,NA
"9348",2012000,"Powiat suwalski",2019,NA
"9349",2013000,"Powiat wysokomazowiecki",2019,NA
"9350",2014000,"Powiat zambrowski",2019,NA
"9351",2061000,"Powiat m.Białystok",2019,NA
"9352",2062000,"Powiat m.Łomża",2019,NA
"9353",2063000,"Powiat m.Suwałki",2019,NA
"9354",2201000,"Powiat bytowski",2019,NA
"9355",2202000,"Powiat chojnicki",2019,NA
"9356",2203000,"Powiat człuchowski",2019,NA
"9357",2204000,"Powiat gdański",2019,NA
"9358",2205000,"Powiat kartuski",2019,NA
"9359",2206000,"Powiat kościerski",2019,NA
"9360",2207000,"Powiat kwidzyński",2019,NA
"9361",2208000,"Powiat lęborski",2019,NA
"9362",2209000,"Powiat malborski",2019,NA
"9363",2210000,"Powiat nowodworski",2019,NA
"9364",2211000,"Powiat pucki",2019,NA
"9365",2212000,"Powiat słupski",2019,NA
"9366",2213000,"Powiat starogardzki",2019,NA
"9367",2214000,"Powiat tczewski",2019,NA
"9368",2215000,"Powiat wejherowski",2019,NA
"9369",2216000,"Powiat sztumski",2019,NA
"9370",2261000,"Powiat m.Gdańsk",2019,NA
"9371",2262000,"Powiat m.Gdynia",2019,NA
"9372",2263000,"Powiat m.Słupsk",2019,NA
"9373",2264000,"Powiat m.Sopot",2019,NA
"9374",2401000,"Powiat będziński",2019,NA
"9375",2402000,"Powiat bielski",2019,NA
"9376",2403000,"Powiat cieszyński",2019,NA
"9377",2404000,"Powiat częstochowski",2019,NA
"9378",2405000,"Powiat gliwicki",2019,NA
"9379",2406000,"Powiat kłobucki",2019,NA
"9380",2407000,"Powiat lubliniecki",2019,NA
"9381",2408000,"Powiat mikołowski",2019,NA
"9382",2409000,"Powiat myszkowski",2019,NA
"9383",2410000,"Powiat pszczyński",2019,NA
"9384",2411000,"Powiat raciborski",2019,NA
"9385",2412000,"Powiat rybnicki",2019,NA
"9386",2413000,"Powiat tarnogórski",2019,NA
"9387",2414000,"Powiat bieruńsko-lędziński",2019,NA
"9388",2415000,"Powiat wodzisławski",2019,NA
"9389",2416000,"Powiat zawierciański",2019,NA
"9390",2417000,"Powiat żywiecki",2019,NA
"9391",2461000,"Powiat m.Bielsko-Biała",2019,NA
"9392",2462000,"Powiat m.Bytom",2019,NA
"9393",2463000,"Powiat m.Chorzów",2019,NA
"9394",2464000,"Powiat m.Częstochowa",2019,NA
"9395",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"9396",2466000,"Powiat m.Gliwice",2019,NA
"9397",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"9398",2468000,"Powiat m.Jaworzno",2019,NA
"9399",2469000,"Powiat m.Katowice",2019,NA
"9400",2470000,"Powiat m.Mysłowice",2019,NA
"9401",2471000,"Powiat m.Piekary Śląskie",2019,NA
"9402",2472000,"Powiat m.Ruda Śląska",2019,NA
"9403",2473000,"Powiat m.Rybnik",2019,NA
"9404",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"9405",2475000,"Powiat m.Sosnowiec",2019,NA
"9406",2476000,"Powiat m.Świętochłowice",2019,NA
"9407",2477000,"Powiat m.Tychy",2019,NA
"9408",2478000,"Powiat m.Zabrze",2019,NA
"9409",2479000,"Powiat m.Żory",2019,NA
"9410",2601000,"Powiat buski",2019,NA
"9411",2602000,"Powiat jędrzejowski",2019,NA
"9412",2603000,"Powiat kazimierski",2019,NA
"9413",2604000,"Powiat kielecki",2019,NA
"9414",2605000,"Powiat konecki",2019,NA
"9415",2606000,"Powiat opatowski",2019,NA
"9416",2607000,"Powiat ostrowiecki",2019,NA
"9417",2608000,"Powiat pińczowski",2019,NA
"9418",2609000,"Powiat sandomierski",2019,NA
"9419",2610000,"Powiat skarżyski",2019,NA
"9420",2611000,"Powiat starachowicki",2019,NA
"9421",2612000,"Powiat staszowski",2019,NA
"9422",2613000,"Powiat włoszczowski",2019,NA
"9423",2661000,"Powiat m.Kielce",2019,NA
"9424",2801000,"Powiat bartoszycki",2019,NA
"9425",2802000,"Powiat braniewski",2019,NA
"9426",2803000,"Powiat działdowski",2019,NA
"9427",2804000,"Powiat elbląski",2019,NA
"9428",2805000,"Powiat ełcki",2019,NA
"9429",2806000,"Powiat giżycki",2019,NA
"9430",2807000,"Powiat iławski",2019,NA
"9431",2808000,"Powiat kętrzyński",2019,NA
"9432",2809000,"Powiat lidzbarski",2019,NA
"9433",2810000,"Powiat mrągowski",2019,NA
"9434",2811000,"Powiat nidzicki",2019,NA
"9435",2812000,"Powiat nowomiejski",2019,NA
"9436",2813000,"Powiat olecki",2019,NA
"9437",2814000,"Powiat olsztyński",2019,NA
"9438",2815000,"Powiat ostródzki",2019,NA
"9439",2816000,"Powiat piski",2019,NA
"9440",2817000,"Powiat szczycieński",2019,NA
"9441",2818000,"Powiat gołdapski",2019,NA
"9442",2819000,"Powiat węgorzewski",2019,NA
"9443",2861000,"Powiat m.Elbląg",2019,NA
"9444",2862000,"Powiat m.Olsztyn",2019,NA
"9445",3001000,"Powiat chodzieski",2019,NA
"9446",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"9447",3003000,"Powiat gnieźnieński",2019,NA
"9448",3004000,"Powiat gostyński",2019,NA
"9449",3005000,"Powiat grodziski",2019,NA
"9450",3006000,"Powiat jarociński",2019,NA
"9451",3007000,"Powiat kaliski",2019,NA
"9452",3008000,"Powiat kępiński",2019,NA
"9453",3009000,"Powiat kolski",2019,NA
"9454",3010000,"Powiat koniński",2019,NA
"9455",3011000,"Powiat kościański",2019,NA
"9456",3012000,"Powiat krotoszyński",2019,NA
"9457",3013000,"Powiat leszczyński",2019,NA
"9458",3014000,"Powiat międzychodzki",2019,NA
"9459",3015000,"Powiat nowotomyski",2019,NA
"9460",3016000,"Powiat obornicki",2019,NA
"9461",3017000,"Powiat ostrowski",2019,NA
"9462",3018000,"Powiat ostrzeszowski",2019,NA
"9463",3019000,"Powiat pilski",2019,NA
"9464",3020000,"Powiat pleszewski",2019,NA
"9465",3021000,"Powiat poznański",2019,NA
"9466",3022000,"Powiat rawicki",2019,NA
"9467",3023000,"Powiat słupecki",2019,NA
"9468",3024000,"Powiat szamotulski",2019,NA
"9469",3025000,"Powiat średzki",2019,NA
"9470",3026000,"Powiat śremski",2019,NA
"9471",3027000,"Powiat turecki",2019,NA
"9472",3028000,"Powiat wągrowiecki",2019,NA
"9473",3029000,"Powiat wolsztyński",2019,NA
"9474",3030000,"Powiat wrzesiński",2019,NA
"9475",3031000,"Powiat złotowski",2019,NA
"9476",3061000,"Powiat m.Kalisz",2019,NA
"9477",3062000,"Powiat m.Konin",2019,NA
"9478",3063000,"Powiat m.Leszno",2019,NA
"9479",3064000,"Powiat m.Poznań",2019,NA
"9480",3201000,"Powiat białogardzki",2019,NA
"9481",3202000,"Powiat choszczeński",2019,NA
"9482",3203000,"Powiat drawski",2019,NA
"9483",3204000,"Powiat goleniowski",2019,NA
"9484",3205000,"Powiat gryficki",2019,NA
"9485",3206000,"Powiat gryfiński",2019,NA
"9486",3207000,"Powiat kamieński",2019,NA
"9487",3208000,"Powiat kołobrzeski",2019,NA
"9488",3209000,"Powiat koszaliński",2019,NA
"9489",3210000,"Powiat myśliborski",2019,NA
"9490",3211000,"Powiat policki",2019,NA
"9491",3212000,"Powiat pyrzycki",2019,NA
"9492",3213000,"Powiat sławieński",2019,NA
"9493",3214000,"Powiat stargardzki",2019,NA
"9494",3215000,"Powiat szczecinecki",2019,NA
"9495",3216000,"Powiat świdwiński",2019,NA
"9496",3217000,"Powiat wałecki",2019,NA
"9497",3218000,"Powiat łobeski",2019,NA
"9498",3261000,"Powiat m.Koszalin",2019,NA
"9499",3262000,"Powiat m.Szczecin",2019,NA
"9500",3263000,"Powiat m.Świnoujście",2019,NA
